Time (s),Ax (m/s²),Ay (m/s²),Az (m/s²),Fᵧ (N),rᵧ (m)
6.340000152587891,-0.015603636391460896,-6.023447036743164,-4.951905250549316,0.45058783888816833,-0.043800000101327896
6.349999904632568,0.06587453186511993,-6.102509021759033,-4.844150543212891,0.45058783888816833,-0.04339999705553055
6.360000133514404,-0.0697593167424202,-6.165219783782959,-4.761951923370361,0.45058783888816833,-0.042799998074769974
6.369999885559082,-0.05532984435558319,-6.213781833648682,-4.756006240844727,0.4448532462120056,-0.041999995708465576
6.380000114440918,-0.00886561255902052,-6.244358062744141,-4.580342769622803,0.4259120523929596,-0.040800001472234726
6.389999866485596,-0.07157929241657257,-6.333676815032959,-4.892719745635986,0.4184759855270386,-0.039400000125169754
6.400000095367432,0.1377543956041336,-6.425045967102051,-4.97415828704834,0.41067081689834595,-0.037800002843141556
6.409999847412109,-0.13609465956687927,-6.642617225646973,-4.70335054397583,0.39379116892814636,-0.036000002175569534
6.420000076293945,0.08152951300144196,-6.650198936462402,-4.512973308563232,0.37277036905288696,-0.03400000184774399
6.429999828338623,-0.07489457726478577,-6.871212005615234,-4.922043323516846,0.34067651629447937,-0.03179999813437462
6.440000057220459,-0.08440371602773666,-6.887927532196045,-5.278815746307373,0.3311969041824341,-0.029400000348687172
6.449999809265137,0.03159680962562561,-7.235952854156494,-4.720775604248047,0.30279406905174255,-0.027000000700354576
6.460000038146973,0.19410501420497894,-7.031460285186768,-4.687481880187988,0.2780372202396393,-0.024399999529123306
6.46999979019165,-0.046945616602897644,-7.4521355628967285,-5.429503917694092,0.24597938358783722,-0.02160000056028366
6.480000019073486,-0.1756974160671234,-7.765398025512695,-5.281299591064453,0.22120456397533417,-0.018799999728798866
6.489999771118164,0.1580667793750763,-7.804290294647217,-4.298802852630615,0.18332210183143616,-0.01600000075995922
6.5,-0.05513094365596771,-8.054961204528809,-4.674354076385498,0.14543965458869934,-0.012999999336898327
6.510000228881836,-0.17478056252002716,-8.109749794006348,-5.04613733291626,0.10755719989538193,-0.009999999776482582
6.519999980926514,-0.09328409284353256,-8.408758163452148,-4.370559215545654,0.06967474520206451,-0.007000000216066837
6.53000020980835,-0.1383901983499527,-8.475693702697754,-4.630845546722412,0.0317922942340374,-0.004000000189989805
6.539999961853027,0.24241438508033752,-8.757171630859375,-5.155236721038818,-0.006090155802667141,-0.0009999999310821295
6.550000190734863,-0.3339323103427887,-9.224583625793457,-4.575454235076904,-0.04397260770201683,0.001999999862164259
6.559999942779541,-0.11090310662984848,-9.139287948608398,-4.849222660064697,-0.08185505867004395,0.004999999888241291
6.570000171661377,0.09380748867988586,-9.400283813476562,-5.154524803161621,-0.11382286995649338,0.007999999448657036
6.579999923706055,0.021657833829522133,-9.482674598693848,-5.177030563354492,-0.13868774473667145,0.010800001211464405
6.590000152587891,-0.042523715645074844,-9.686582565307617,-4.8722662925720215,-0.17063754796981812,0.013400000520050526
6.599999904632568,0.0011213880497962236,-9.982126235961914,-4.56805419921875,-0.2109236717224121,0.01599999889731407
6.610000133514404,0.10653131455183029,-9.952339172363281,-4.702172756195068,-0.23692283034324646,0.018199998885393143
6.619999885559082,-0.023199057206511497,-10.251383781433105,-4.572879791259766,-0.2712853252887726,0.02019999921321869
6.630000114440918,0.10340579599142075,-10.2418851852417,-5.096053600311279,-0.2937375009059906,0.022199999541044235
6.639999866485596,-0.06976389139890671,-10.535512924194336,-4.961935043334961,-0.31616270542144775,0.024000000208616257
6.650000095367432,-0.0943312719464302,-10.609847068786621,-4.739691734313965,-0.32813599705696106,0.025599997490644455
6.659999847412109,-0.3581361770629883,-10.660117149353027,-4.990038871765137,-0.3505612015724182,0.02719999849796295
6.670000076293945,0.017153624445199966,-10.82430648803711,-4.695206642150879,-0.3695024251937866,0.0284000001847744
6.679999828338623,0.23717853426933289,-10.706707954406738,-4.776005268096924,-0.38242998719215393,0.029400000348687172
6.690000057220459,-0.19634360074996948,-10.869219779968262,-5.043213367462158,-0.39791426062583923,0.03020000085234642
6.699999809265137,-0.18506477773189545,-10.916800498962402,-4.936258792877197,-0.40136221051216125,0.03060000017285347
6.710000038146973,-0.013564166612923145,-10.904817581176758,-4.691204071044922,-0.4168644845485687,0.030799999833106995
6.71999979019165,-0.010756466537714005,-10.883829116821289,-4.748587608337402,-0.4202944338321686,0.03099999949336052
6.730000019073486,-0.025313979014754295,-10.771734237670898,-4.853519916534424,-0.4202944338321686,0.03099999949336052
6.739999771118164,-0.014197503216564655,-10.745312690734863,-4.813479900360107,-0.4202944338321686,0.030799999833106995
6.75,-0.049065105617046356,-10.645492553710938,-4.882979869842529,-0.41083282232284546,0.030399998649954796
6.760000228881836,-0.10063029825687408,-10.659811973571777,-4.94782829284668,-0.4202944040298462,0.02980000153183937
6.769999980926514,0.008902004919946194,-10.571370124816895,-4.69197416305542,-0.41419973969459534,0.028999999165534973
6.78000020980835,-0.06171805039048195,-10.458852767944336,-4.573925495147705,-0.39190059900283813,0.027799999341368675
