Time (s),Bz (µT),Voltage (mV)
7.769999980926514,-255.9485626220703,0.04312904551625252
7.78000020980835,-269.4668273925781,0.04820336028933525
7.789999961853027,-284.2926940917969,0.05513345077633858
7.800000190734863,-301.06439208984375,0.06335555016994476
7.809999942779541,-319.92889404296875,0.07184170186519623
7.820000171661377,-340.74676513671875,0.07976315170526505
7.829999923706055,-362.7243347167969,0.08665774762630463
7.840000152587891,-387.2843933105469,0.09317987412214279
7.849999904632568,-412.9351501464844,0.10026818513870239
7.860000133514404,-439.8595275878906,0.10870934277772903
7.869999885559082,-469.3011474609375,0.1182638481259346
7.880000114440918,-500.6318054199219,0.12757791578769684
7.889999866485596,-534.37255859375,0.13481704890727997
7.900000095367432,-569.7131958007812,0.1383015364408493
7.909999847412109,-605.7969970703125,0.13779304921627045
7.920000076293945,-641.5415649414062,0.13486915826797485
7.929999828338623,-677.664794921875,0.13304655253887177
7.940000057220459,-712.22314453125,0.13564004004001617
7.949999809265137,-745.646240234375,0.14357489347457886
7.960000038146973,-779.0275268554688,0.1550142765045166
7.96999979019165,-815.6015014648438,0.1675548404455185
7.980000019073486,-854.6694946289062,0.17943894863128662
7.989999771118164,-896.7637939453125,0.1901179403066635
8,-941.8104248046875,0.1991174817085266
8.010000228881836,-989.2849731445312,0.20647907257080078
8.020000457763672,-1038.05029296875,0.21262814104557037
8.029999732971191,-1087.255615234375,0.2185615450143814
8.039999961853027,-1137.006591796875,0.22429442405700684
8.050000190734863,-1187.4725341796875,0.22789722681045532
8.0600004196167,-1238.9747314453125,0.22665195167064667
8.069999694824219,-1291.1856689453125,0.220947265625
8.079999923706055,-1344.0550537109375,0.21262399852275848
8.09000015258789,-1394.625244140625,0.20173333585262299
8.100000381469727,-1441.3890380859375,0.1833675056695938
8.109999656677246,-1487.5833740234375,0.15164583921432495
8.119999885559082,-1525.53076171875,0.10495322197675705
8.130000114440918,-1556.5205078125,0.04629262536764145
8.140000343322754,-1578.6885986328125,-0.02056712843477726
8.149999618530273,-1589.5570068359375,-0.09396505355834961
8.15999984741211,-1582.341796875,-0.17259185016155243
8.170000076293945,-1558.2520751953125,-0.25281819701194763
8.180000305175781,-1517.6044921875,-0.3279275596141815
8.1899995803833,-1460.245361328125,-0.38971006870269775
8.199999809265137,-1386.3509521484375,-0.43131935596466064
8.210000038146973,-1293.717529296875,-0.45015519857406616
8.220000267028809,-1194.4658203125,-0.4484880864620209
8.229999542236328,-1091.4423828125,-0.4312395751476288
8.239999771118164,-987.7805786132812,-0.4033075273036957
8.25,-888.3424682617188,-0.36830437183380127
8.260000228881836,-792.75,-0.3290190100669861
8.270000457763672,-703.9091796875,-0.2885640263557434
8.279999732971191,-623.2306518554688,-0.2498030811548233
