Time (s),ωy (rad/s),Voltage (mV)
69.97000122070312,1.8209588527679443,-0.011608092114329338
69.9800033569336,1.9521218538284302,-0.012606998905539513
69.98999786376953,2.0789852142333984,-0.013033797033131123
70,2.2132630348205566,-0.012461689300835133
70.01000213623047,2.350923776626587,-0.01141465362161398
70.0199966430664,2.467843532562256,-0.010809092782437801
70.02999877929688,2.5989186763763428,-0.014178012497723103
70.04000091552734,2.7280335426330566,-0.014850073494017124
70.05000305175781,2.856255054473877,-0.016396937891840935
70.05999755859375,2.981431007385254,-0.013431995175778866
70.06999969482422,3.1072962284088135,-0.016945991665124893
70.08000183105469,3.2318496704101562,-0.018989624455571175
70.08999633789062,3.355071783065796,-0.0205095037817955
70.0999984741211,3.484797954559326,-0.02150563709437847
70.11000061035156,3.6138124465942383,-0.021978022530674934
70.12000274658203,3.7405688762664795,-0.02208074927330017
70.12999725341797,3.8698222637176514,-0.023076189681887627
70.13999938964844,3.9904446601867676,-0.023910662159323692
70.1500015258789,4.112174987792969,-0.027523227035999298
70.16000366210938,4.234954357147217,-0.030402889475226402
70.16999816894531,4.358782768249512,-0.031083963811397552
70.18000030517578,4.481978416442871,-0.0332835353910923
70.19000244140625,4.6011176109313965,-0.03621271252632141
70.19999694824219,4.71633768081665,-0.037525810301303864
70.20999908447266,4.829558849334717,-0.04076288267970085
70.22000122070312,4.941246509552002,-0.04029304161667824
70.2300033569336,5.053605556488037,-0.04083210229873657
70.23999786376953,5.169062614440918,-0.04558004066348076
70.25,5.283945083618164,-0.046212293207645416
70.26000213623047,5.402273178100586,-0.04756445065140724
70.2699966430664,5.511397838592529,-0.04709576070308685
70.27999877929688,5.617227077484131,-0.047205884009599686
70.29000091552734,5.726321220397949,-0.047976456582546234
70.30000305175781,5.830567836761475,-0.046461429446935654
70.30999755859375,5.944133758544922,-0.04530288279056549
70.31999969482422,6.0536346435546875,-0.0431528277695179
70.33000183105469,6.15913724899292,-0.04059145599603653
70.33999633789062,6.263828754425049,-0.03838449344038963
70.3499984741211,6.364087104797363,-0.034789953380823135
70.36000061035156,6.462929725646973,-0.02842818945646286
70.37000274658203,6.566859245300293,-0.029255900532007217
70.37999725341797,6.6701154708862305,-0.02430759184062481
70.38999938964844,6.768721580505371,-0.021747607737779617
70.4000015258789,6.865447044372559,-0.019364362582564354
70.41000366210938,6.962073802947998,-0.014943037182092667
70.41999816894531,7.053109169006348,-0.01232429500669241
70.43000030517578,7.145214080810547,-0.006337963044643402
70.44000244140625,7.235428333282471,-0.00662644300609827
70.44999694824219,7.322654724121094,-0.00505589134991169
70.45999908447266,7.412344932556152,-0.0033076752442866564
70.47000122070312,7.5012431144714355,-0.00016657108790241182
70.4800033569336,7.589488506317139,0.0025567475240677595
70.48999786376953,7.673973083496094,0.002392718568444252
70.5,7.754965305328369,0.005010305438190699
70.51000213623047,7.836966514587402,0.007627892307937145
70.5199966430664,7.916623115539551,0.010245478712022305
70.52999877929688,7.995031833648682,0.01268054824322462
70.54000091552734,8.067078590393066,0.014094003476202488
70.55000305175781,8.143321990966797,0.017607826739549637
70.55999755859375,8.222978591918945,0.016529535874724388
70.56999969482422,8.288997650146484,0.019147122278809547
70.58000183105469,8.350020408630371,0.021950693801045418
70.58999633789062,8.418170928955078,0.025889927521348
70.5999984741211,8.48324966430664,0.028358740732073784
70.61000061035156,8.5479154586792,0.03334316238760948
70.62000274658203,8.61270809173584,0.03648426756262779
70.62999725341797,8.6743745803833,0.040004272013902664
70.63999938964844,8.732696533203125,0.04603295028209686
70.6500015258789,8.791613578796387,0.05003025382757187
70.66000366210938,8.853358268737793,0.05264784023165703
70.66999816894531,8.907344818115234,0.05545765534043312
70.68000030517578,8.957831382751465,0.059581488370895386
70.69000244140625,9.014729499816895,0.06221351772546768
70.69999694824219,9.064915657043457,0.057631395757198334
70.70999908447266,9.107779502868652,0.054226770997047424
70.72000122070312,9.152705192565918,0.052134376019239426
70.7300033569336,9.200777053833008,0.046113841235637665
70.73999786376953,9.248184204101562,0.03865523636341095
70.75,9.29281997680664,0.03328434377908707
70.76000213623047,9.332557678222656,0.023866752162575722
70.7699966430664,9.371447563171387,0.0181080624461174
70.77999877929688,9.413551330566406,0.012216136790812016
70.79000091552734,9.452485084533691,0.005677803419530392
70.80000305175781,9.48275375366211,0.001033226028084755
70.80999755859375,9.512174606323242,-0.003154912730678916
